"ORF"	"Gene"	"Expression"
"YOR356W"	"YOR356W"	"0.88"
"YOR357C"	"GRD19"	"3.23"
"YOR360C"	"PDE2"	"1.64"
"YOR361C"	"PRT1"	"5.58"
"YOR363C"	"PIP2"	"0.26"
"YOR364W"	"YOR364W"	"0.34"
"YOR365C"	"YOR365C"	"0.26"
"YOR367W"	"SCP1"	"2.34"
"YOR368W"	"RAD17"	"0.59"
"YOR369C"	"RPS12"	"244.65"
"YOR370C"	"MRS6"	"1.86"
"YOR375C"	"GDH1"	17
"YOR376W"	"YOR376W"	"0.14"
"YOR378W"	"YOR378W"	"0.36"
"YOR379C"	"YOR379C"	"0.4"
"YOR380W"	"YOR380W"	"0.32"
"YOR381W"	"FRE3"	"0.27"
"YOR385W"	"YOR385W"	"15.93"
"YOR386W"	"PHR1"	"0.65"
"YOR389W"	"YOR389W"	"0.21"
"YOR390W"	"YOR390W"	"1.73"
"YOR391C"	"YOR391C"	"0.15"
"YPL001W"	"HAT1"	"0.79"
"YPL002C"	"SNF8"	"0.59"
"YPL003W"	"ULA1"	"0.41"
"YPL004C"	"YPL004C"	"23.83"
"YPL007C"	"YPL007C"	"1.07"
"YPL009C"	"YPL009C"	"1.69"
"YPL010W"	"RET3"	"5.01"
"YPL011C"	"TAF47"	"0.79"
"YPL016W"	"SWI1"	"0.83"
"YPL017C"	"YPL017C"	"0.34"
"YPL018W"	"CTF19"	"0.5"
"YPL019C"	"YPL019C"	"4.71"
"YPL022W"	"RAD1"	"3.25"
"YPL024W"	"NCE4"	"1.6"
"YPL026C"	"SKS1"	"1.43"
"YPL027W"	"YPL027W"	"0.04"
"YPL028W"	"ERG10"	"50.61"
"YPL030W"	"YPL030W"	"1.14"
"YPL031C"	"PHO85"	"4.28"
"YPL032C"	"SVL3"	"2.18"
"YPL033C"	"YPL033C"	"0.13"
"YPL034W"	"YPL034W"	"1.01"
"YPL040C"	"ISM1"	"0.22"
"YPL041C"	"YPL041C"	"0.67"
"YPL042C"	"SSN3"	"1.5"
"YPL043W"	"NOP4"	"1.32"
"YPL044C"	"YPL044C"	"1.49"
"YPL045W"	"VPS16"	"0.16"
"YPL046C"	"ELC1"	"1.34"
"YPL047W"	"YPL047W"	"3.08"
"YPL048W"	"CAM1"	"6.08"
"YPL050C"	"MNN9"	"1.96"
"YPL052W"	"YPL052W"	"2.91"
"YPL053C"	"KTR6"	"3.21"
"YPL054W"	"LEE1"	"0.32"
"YPL057C"	"SUR1"	"5.41"
"YPL058C"	"PDR12"	"1.78"
"YPL061W"	"ALD6"	"27.92"
"YPL063W"	"YPL063W"	"4.39"
"YPL064C"	"YPL064C"	"0.71"
"YPL065W"	"VPS28"	"2.47"
"YPL066W"	"YPL066W"	"2.01"
"YPL067C"	"YPL067C"	"2.96"
"YPL068C"	"YPL068C"	"1.24"
"YPL069C"	"BTS1"	"1.48"
"YPL070W"	"YPL070W"	"0.7"
"YPL071C"	"YPL071C"	"2.25"
"YPL072W"	"UBP16"	"0.3"
"YPL073C"	"YPL073C"	"0.79"
"YPL075W"	"GCR1"	"1.72"
"YPL076W"	"GPI2"	"0.98"
"YPL077C"	"YPL077C"	"0.41"
"YPL078C"	"ATP4"	"11.87"
"YPL080C"	"YPL080C"	"0.12"
"YPL082C"	"MOT1"	"2.37"
"YPL083C"	"SEN54"	"0.39"
"YPL084W"	"BRO1"	"0.68"
"YPL085W"	"SEC16"	"0.84"
"YPL087W"	"YPL087W"	"3.73"
"YPL088W"	"YPL088W"	"2.63"
"YPL089C"	"RLM1"	"9.3"
"YPL090C"	"RPS6A"	"100.73"
"YPL091W"	"GLR1"	"5.25"
"YPL093W"	"YPL093W"	"5.06"
"YPL095C"	"YPL095C"	"1.06"
"YPL096W"	"YPL096W"	"1.1"
"YPL097W"	"MSY1"	"0.86"
"YPL099C"	"YPL099C"	"1.59"
"YPL100W"	"YPL100W"	"0.77"
"YPL101W"	"YPL101W"	"1.25"
"YPL103C"	"YPL103C"	"3.04"
"YPL105C"	"YPL105C"	"2.1"
"YPL106C"	"SSE1"	"33.12"
"YPL108W"	"YPL108W"	"0.66"
"YPL109C"	"YPL109C"	"0.33"
"YPL110C"	"YPL110C"	"0.73"
"YPL111W"	"CAR1"	"7.22"
"YPL112C"	"YPL112C"	"2.52"
"YPL113C"	"YPL113C"	"0.52"
"YPL114W"	"YPL114W"	"1.16"
"YPL115C"	"BEM3"	"0.8"
"YPL116W"	"HOS3"	"1.52"
"YPL118W"	"MRP51"	"2.12"
"YPL119C"	"DBP1"	"0.19"
"YPL120W"	"VPS30"	"0.39"
"YPL121C"	"MEI5"	"0.09"
"YPL122C"	"TFB2"	"1.57"
"YPL124W"	"NIP29"	"0.37"
"YPL125W"	"YPL125W"	"0.61"
"YPL127C"	"HHO1"	"8.67"
"YPL128C"	"TBF1"	"1.53"
"YPL129W"	"ANC1"	"5.19"
"YPL131W"	"RPL5"	"127.11"
"YPL133C"	"YPL133C"	"0.53"
"YPL134C"	"YPL134C"	"0.85"
"YPL138C"	"YPL138C"	"0.85"
"YPL141C"	"YPL141C"	"0.72"
"YPL142C"	"YPL142C"	"119.38"
"YPL143W"	"RPL33A"	"111.77"
"YPL145C"	"KES1"	"10.1"
"YPL146C"	"YPL146C"	"4.08"
"YPL147W"	"PXA1"	"0.17"
"YPL148C"	"PPT2"	"0.54"
"YPL150W"	"YPL150W"	"0.4"
"YPL151C"	"YPL151C"	"0.91"
"YPL152W"	"RRD2"	"1.08"
"YPL153C"	"RAD53"	"0.26"
"YPL154C"	"PEP4"	"15.71"
"YPL155C"	"KIP2"	"0.29"
"YPL156C"	"YPL156C"	"1.11"
"YPL157W"	"YPL157W"	"1.17"
"YPL158C"	"YPL158C"	"1.88"
"YPL160W"	"CDC60"	"8.89"
"YPL161C"	"BEM4"	"0.96"
"YPL162C"	"YPL162C"	"5.48"
"YPL164C"	"YPL164C"	"0.4"
"YPL165C"	"YPL165C"	"0.42"
"YPL166W"	"YPL166W"	"0.48"
"YPL167C"	"REV3"	"0.51"
"YPL168W"	"YPL168W"	"2.53"
"YPL169C"	"MEX67"	"1.44"
"YPL170W"	"YPL170W"	"3.18"
"YPL171C"	"OYE3"	"0.19"
"YPL173W"	"MRPL40"	"4.04"
"YPL176C"	"YPL176C"	"0.8"
"YPL178W"	"MUD13"	"4.69"
"YPL180W"	"YPL180W"	"0.51"
"YPL183C"	"YPL183C"	"0.75"
"YPL184C"	"YPL184C"	"2.58"
"YPL185W"	"YPL185W"	"0.34"
"YPL186C"	"YPL186C"	"0.33"
"YPL188W"	"POS5"	"1.76"
"YPL189W"	"YPL189W"	"0.23"
"YPL190C"	"NAB3"	"3.91"
"YPL191C"	"YPL191C"	"0.27"
"YPL194W"	"DDC1"	"0.38"
"YPL195W"	"APL5"	"4.84"
"YPL196W"	"YPL196W"	"1.69"
"YPL201C"	"YPL201C"	"0.2"
"YPL202C"	"YPL202C"	"1.23"
"YPL203W"	"PKA3"	"2.03"
"YPL204W"	"HRR25"	"1.97"
"YPL206C"	"YPL206C"	"2.51"
"YPL207W"	"YPL207W"	"1.37"
"YPL208W"	"YPL208W"	"0.95"
"YPL209C"	"IPL1"	"0.47"
"YPL210C"	"SRP72"	"1.48"
"YPL211W"	"NIP7"	"10.32"
"YPL212C"	"PUS1"	"3.06"
"YPL214C"	"THI6"	"1.88"
"YPL215W"	"CBP3"	"1.37"
"YPL216W"	"YPL216W"	"0.43"
"YPL217C"	"YPL217C"	"3.11"
"YPL218W"	"SAR1"	"20.17"
"YPL219W"	"PCL8"	"0.6"
"YPL223C"	"GRE1"	"0.1"
"YPL224C"	"MMT2"	"0.85"
"YPL226W"	"YPL226W"	"12.9"
"YPL227C"	"ALG5"	"3.31"
"YPL228W"	"CET1"	"0.91"
"YPL229W"	"YPL229W"	"0.5"
"YPL230W"	"USV1"	"0.23"
"YPL231W"	"FAS2"	"3.75"
"YPL232W"	"SSO1"	"10.03"
"YPL234C"	"TFP3"	"20.93"
"YPL235W"	"YPL235W"	"3.21"
"YPL236C"	"YPL236C"	"1.41"
"YPL237W"	"SUI3"	"32.51"
"YPL238C"	"YPL238C"	"47.84"
"YPL240C"	"HSP82"	"3.81"
"YPL242C"	"IQG1"	"0.85"
"YPL243W"	"SRP68"	"1.11"
"YPL244C"	"YPL244C"	"3.94"
"YPL245W"	"YPL245W"	"3.31"
"YPL246C"	"YPL246C"	"7.23"
"YPL247C"	"YPL247C"	"1.16"
"YPL248C"	"GAL4"	"0.61"
"YPL249C"	"YPL249C"	"0.56"
"YPL250C"	"YPL250C"	"2.54"
"YPL253C"	"VIK1"	"0.22"
"YPL254W"	"HFI1"	"0.58"
"YPL255W"	"BBP1"	"0.6"
"YPL256C"	"CLN2"	"1.31"
"YPL259C"	"APM1"	"1.1"
"YPL260W"	"YPL260W"	"1.48"
"YPL262W"	"FUM1"	"3.27"
"YPL263C"	"KEL3"	"3.93"
"YPL265W"	"DIP5"	"1.05"
"YPL266W"	"DIM1"	"2.84"
"YPL268W"	"PLC1"	"0.32"
"YPL269W"	"KAR9"	"0.34"
"YPL271W"	"ATP15"	"12.64"
"YPL275W"	"YPL275W"	"0.25"
"YPL277C"	"YPL277C"	"0.32"
"YPL279C"	"YPL279C"	"1.41"
"YPR001W"	"CIT3"	"0.44"
"YPR002W"	"YPR002W"	"0.2"
"YPR003C"	"YPR003C"	"0.57"
"YPR004C"	"YPR004C"	"2.71"
"YPR006C"	"ICL2"	"3.25"
"YPR008W"	"YPR008W"	"0.72"
"YPR009W"	"YPR009W"	"1.26"
"YPR011C"	"YPR011C"	"2.02"
"YPR013C"	"YPR013C"	"0.84"
"YPR015C"	"YPR015C"	"0.3"
"YPR017C"	"DSS4"	"3.26"
"YPR018W"	"RLF2"	"0.59"
"YPR019W"	"CDC54"	"0.79"
"YPR021C"	"YPR021C"	"2.52"
"YPR023C"	"YPR023C"	"1.64"
"YPR024W"	"YME1"	"3.64"
"YPR025C"	"CCL1"	"0.68"
"YPR026W"	"ATH1"	"0.1"
"YPR031W"	"YPR031W"	"0.39"
"YPR032W"	"SRO7"	"0.46"
"YPR033C"	"HTS1"	"0.21"
"YPR035W"	"GLN1"	"15.13"
"YPR036W"	"VMA13"	"18.66"
"YPR037C"	"YPR037C"	"2.13"
"YPR038W"	"YPR038W"	"1.83"
"YPR039W"	"YPR039W"	"0.18"
"YPR041W"	"TIF5"	"5.46"
"YPR042C"	"YPR042C"	"0.7"
"YPR045C"	"YPR045C"	"1.97"
"YPR046W"	"MCM16"	"0.92"
"YPR047W"	"MSF1"	"0.53"
"YPR049C"	"YPR049C"	"0.33"
"YPR050C"	"YPR050C"	"3.61"
"YPR051W"	"MAK3"	"3.84"
"YPR054W"	"SMK1"	"1.18"
"YPR055W"	"SEC8"	"0.56"
"YPR056W"	"TFB4"	"0.85"
"YPR057W"	"BRR1"	"0.97"
"YPR061C"	"YPR061C"	"0.23"
"YPR062W"	"FCY1"	"14.82"
"YPR064W"	"YPR064W"	"0.22"
"YPR065W"	"ROX1"	"2.49"
"YPR068C"	"HOS1"	"0.52"
"YPR069C"	"SPE3"	"16.45"
"YPR071W"	"YPR071W"	"1.69"
"YPR074C"	"TKL1"	"22.12"
"YPR077C"	"YPR077C"	"0.9"
"YPR078C"	"YPR078C"	"0.7"
"YPR079W"	"YPR079W"	"0.42"
"YPR081C"	"YPR081C"	"0.24"
"YPR082C"	"DIB1"	"1.38"
"YPR083W"	"YPR083W"	"0.1"
"YPR084W"	"YPR084W"	"1.03"
"YPR085C"	"YPR085C"	"0.56"
"YPR086W"	"SUA7"	"2.76"
"YPR087W"	"YPR087W"	"5.12"
"YPR089W"	"YPR089W"	"0.83"
"YPR090W"	"YPR090W"	"0.94"
"YPR091C"	"YPR091C"	"1.32"
"YPR092W"	"YPR092W"	"1.83"
"YPR093C"	"YPR093C"	"1.84"
"YPR094W"	"YPR094W"	"2.14"
"YPR095C"	"SYT1"	"1.08"
"YPR097W"	"YPR097W"	"0.81"
"YPR101W"	"SNT309"	"1.8"
"YPR102C"	"RPL11A"	"184.93"
"YPR104C"	"FHL1"	"0.28"
"YPR105C"	"YPR105C"	2
"YPR106W"	"ISR1"	"1.73"
"YPR107C"	"YTH1"	"0.7"
"YPR108W"	"RPN7"	"6.75"
"YPR109W"	"YPR109W"	"1.73"
"YPR110C"	"RPC40"	6
"YPR111W"	"DBF20"	"0.88"
"YPR112C"	"YPR112C"	"2.17"
"YPR113W"	"PIS1"	"7.18"
"YPR114W"	"YPR114W"	"13.1"
"YPR115W"	"YPR115W"	"0.35"
"YPR116W"	"YPR116W"	"0.81"
"YPR117W"	"YPR117W"	"0.41"
"YPR118W"	"YPR118W"	"3.07"
"YPR119W"	"CLB2"	"0.59"
"YPR122W"	"AXL1"	"0.29"
"YPR124W"	"CTR1"	"8.84"
"YPR125W"	"YPR125W"	"4.6"
"YPR127W"	"YPR127W"	"0.95"
"YPR128C"	"YPR128C"	"2.13"
"YPR129W"	"SCD6"	"3.87"
"YPR131C"	"YPR131C"	"1.71"
"YPR132W"	"RPS23B"	"122.4"
"YPR133C"	"YPR133C"	"4.05"
"YPR135W"	"CTF4"	"0.46"
"YPR136C"	"YPR136C"	"1.32"
"YPR137W"	"YPR137W"	"0.94"
"YPR138C"	"MEP3"	"2.34"
"YPR139C"	"YPR139C"	"1.54"
"YPR140W"	"YPR140W"	"0.53"
"YPR141C"	"KAR3"	"0.29"
"YPR142C"	"YPR142C"	"0.16"
"YPR146C"	"YPR146C"	"1.02"
"YPR147C"	"YPR147C"	"2.89"
"YPR148C"	"YPR148C"	"1.43"
"YPR152C"	"YPR152C"	"0.88"
"YPR154W"	"YPR154W"	"5.34"
"YPR155C"	"NCA2"	"0.71"
"YPR156C"	"YPR156C"	"1.72"
"YPR157W"	"YPR157W"	"0.23"
"YPR158W"	"YPR158W"	"1.41"
"YPR159W"	"KRE6"	"2.83"
"YPR160W"	"GPH1"	"0.57"
"YPR162C"	"ORC4"	"0.55"
"YPR163C"	"TIF3"	"39.74"
"YPR165W"	"RHO1"	"21.22"
"YPR166C"	"MRP2"	"9.65"
"YPR167C"	"MET16"	"0.6"
"YPR168W"	"NUT2"	"0.91"
"YPR169W"	"YPR169W"	"4.21"
"YPR170C"	"YPR170C"	"0.42"
"YPR171W"	"YPR171W"	"1.6"
"YPR172W"	"YPR172W"	"2.88"
"YPR173C"	"VPS4"	"2.19"
"YPR174C"	"YPR174C"	"0.95"
"YPR175W"	"DPB2"	"0.59"
"YPR176C"	"BET2"	"2.93"
"YPR177C"	"YPR177C"	"0.48"
"YPR178W"	"PRP4"	"0.29"
"YPR179C"	"YPR179C"	"0.37"
"YPR180W"	"AOS1"	"1.37"
"YPR181C"	"SEC23"	"6.41"
"YPR185W"	"APG13"	"0.48"
"YPR186C"	"PZF1"	"0.17"
"YPR187W"	"RPO26"	"34.27"
"YPR188C"	"YPR188C"	"7.24"
"YPR189W"	"SKI3"	"1.21"
"YPR190C"	"RPC82"	"0.63"
"YPR191W"	"QCR2"	"4.63"
"YPR193C"	"HPA2"	"0.21"
"YPR194C"	"YPR194C"	"0.26"
"YPR196W"	"YPR196W"	"0.37"
"YPR198W"	"SGE1"	"2.31"
"YPR199C"	"ARR1"	"1.94"
"YPR201W"	"ARR3"	"0.27"
